社會責任與倫理,1
微積分,3
經濟學,6
民法概要,2
初級會計學（一）,3
初級會計學（二）,3
成本管理會計（一）,3
統計學,6
中級會計學（一）,3
商事法,2
成本管理會計（二）,3
中級會計學（二）,3
審計學（一）,3
中級會計學（三）,3
高級會計學（一）,3
會計資訊系統（一）,3
高級會計學（二）,3
審計學（二）,3
會計資訊系統（二）,2
稅務法規,3
財務報表分析,3
電腦審計,1
