微積分,3
經濟學,6
初級會計學（一）,3
計算機概論,2
程式設計一,2
初級會計學（二）,3
程式設計二,2
統計學,6
系統分析與設計,3
資料結構,3
資訊管理,3
商事法,2
資料庫管理,3
管理科學,3
社會責任與倫理,1
資訊系統專案設計,9
企業資料通訊,3
