統計學,6
微積分,6
經濟學,6
初級會計學（一）,3
民法概要,2
初級會計學（二,3
財務管理,3
貨幣銀行學,3
投資學,3
商事法,2
社會責任與倫理,1
衍生性商品,3
國際金融,3
銀行經營管理,3
