初級會計學（一）,3
初級會計學（二）,3
經濟學,6
微積分,6
商事法,2
統計學,6
管理學,3
財務管理,3
行銷管理,3
社會責任與倫理,1
國際買賣法,3
國際經貿法,3
國貿理論與政策,3
國際金融,3
