統計學,6
微積分,6
經濟學,6
初級會計學（一）,3
民法概要,3
初級會計學（二）,3
中級會計學（一）,3
財務管理,3
管理學,3
總體經濟學,3
中級會計學（二）,3
投資學,3
商事法,2
衍生性金融商品,3
進階財務管理,3
財務管理個案,3
社會責任與倫理,1
