經濟學,6
企業概論,3
初級會計學（一）,3
微積分,3
初級會計學（二）,3
管理學,3
統計學,6
商事法,2
組織行為,3
管理科學,3
人力資源管理,3
行銷管理,3
財務管理,3
作業管理,3
資訊管理,3
社會責任與倫理,1
策略管理,3
